genre,name,description,classification
Pathology,calibrator for cell indices,"a calibrator for cell indices is a device that approximates whole blood or certain blood cells and that is used to set an instrument intended to measure mean cell volume (mcv), mean corpuscular hemoglobin (mch), and mean corpuscular hemoglobin concentration (mchc), or other cell indices. it is a suspension of particles or cells whose size, shape, concentration, and other characteristics have been precisely and accurately determined.","class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 864.9.
[45 fr 60631, sept. 12, 1980, as amended at 84 fr 71800, dec. 30, 2019]"
Pathology,calibrator for hemoglobin or hematocrit measurement,"a calibrator for hemoglobin or hematocrit measurement is a device that approximates whole blood, red blood cells, or a hemoglobin derivative and that is used to set instruments intended to measure hemoglobin, the hematocrit, or both. it is a material whose characteristics have been precisely and accurately determined.","class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 864.9.
[45 fr 60632, sept. 12, 1980, as amended at 84 fr 71800, dec. 30, 2019]"
Pathology,calibrator for platelet counting,"a calibrator for platelet counting is a device that resembles platelets in plasma or whole blood and that is used to set a platelet counting instrument. it is a suspension of particles or cells whose size, shape concentration, and other characteristics have been precisely and accurately determined.","class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 864.9.
[45 fr 60633, sept. 12, 1980, as amended at 84 fr 71800, dec. 30, 2019]"
Pathology,calibrator for red cell and white cell counting,"a calibrator for red cell and white cell counting is a device that resembles red or white blood cells and that is used to set instruments intended to count red cells, white cells, or both. it is a suspension of particles or cells whose size, shape, concentration, and other characteristics have been precisely and accurately determined.","class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 864.9.
[45 fr 60634, sept. 12, 1980, as amended at 84 fr 71800, dec. 30, 2019]"
Pathology,blood cell diluent,"a blood cell diluent is a device used to dilute blood for further testing, such as blood cell counting.","class i (general controls). this device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 864.9.
[45 fr 60635, sept. 12, 1980, as amended at 54 fr 25045, june 12, 1989; 66 fr 38790, july 25, 2001]"
Pathology,lymphocyte separation medium,a lymphocyte separation medium is a device used to isolate lymphocytes from whole blood.,"class i (general controls). this device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 864.9.
[45 fr 60636, sept. 12, 1980, as amended at 59 fr 63007, dec. 7, 1994; 66 fr 38790, july 25, 2001]"
Pathology,red cell lysing reagent,a red cell lysing reagent is a device used to lyse (destroy) red blood cells for hemoglobin determinations or aid in the counting of white blood cells.,"class i (general controls). this device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 864.9.
[45 fr 60636, sept. 12, 1980, as amended at 54 fr 25045, june 12, 1989; 66 fr 38790, july 25, 2001]"
Pathology,hematology quality control mixture,"a hematology quality control mixture is a device used to ascertain the accuracy and precision of manual, semiautomated, and automated determinations of cell parameters such as white cell count (wbc), red cell count (rbc), platelet count (plt), hemoglobin, hematocrit (hct), mean corpuscular volume (mcv), mean corpuscular hemoglobin (mch), and mean corpuscular hemoglobin concentration (mchc).","class ii (special controls). except when intended for use in blood components, the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 864.9.
[45 fr 60637, sept. 12, 1980, as amended at 84 fr 71800, dec. 30, 2019]"
Pathology,russell viper venom reagent,russell viper venom reagent is a device used to determine the cause of an increase in the prothrombin time.,"class i (general controls).
[45 fr 60637, sept. 12, 1980]"
Pathology,blood bank supplies,"blood bank supplies are general purpose devices intended for in vitro use in blood banking. this generic type of device includes products such as blood bank pipettes, blood grouping slides, blood typing tubes, blood typing racks, and cold packs for antisera reagents. the device does not include articles that are licensed by the center for biologics evaluation and research of the food and drug administration.","class i (general controls).
[45 fr 60638, sept. 12, 1980, as amended at 53 fr 11253, apr. 6, 1988]"
Pathology,empty container for the collection and processing of blood and blood components,"an empty container for the collection and processing of blood and blood components is a device intended for medical purposes that is an empty plastic bag or plastic or glass bottle used to collect, store, or transfer blood and blood components for further processing.","class ii (performance standards).
[45 fr 60638, sept. 12, 1980]"
Pathology,vacuum-assisted blood collection system,a vacuum-assisted blood collection system is a device intended for medical purposes that uses a vacuum to draw blood for subsequent reinfusion.,"class i (general controls). the manual device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 864.9.
[45 fr 60639, sept. 12, 1980, as amended at 65 fr 2310, jan. 14, 2000]"
Pathology,processing system for frozen blood,a processing system for frozen blood is a device used to glycerolize red blood cells prior to freezing to minimize hemolysis (disruption of the red cell membrane accompanied by the release of hemoglobin) due to freezing and thawing of red blood cells and to deglycerolize and wash thawed cells for subsequent reinfusion.,"class ii (performance standards).
[45 fr 60639, sept. 12, 1980]"
Pathology,blood group substances of nonhuman origin for in vitro diagnostic use,"blood group substances of nonhuman origin for in vitro diagnostic use are materials, such as blood group specific substances prepared from nonhuman sources (e.g., pigs, cows, and horses) used to detect, identify, or neutralize antibodies to various human blood group antigens. this generic type of device does not include materials that are licensed by the center for biologics evaluation and research of the food and drug administration.","class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 864.9.
[45 fr 60640, sept. 12, 1980, as amended at 53 fr 11253, apr. 6, 1988; 63 fr 59225, nov. 3, 1998]"
Pathology,blood establishment computer software and accessories,"blood establishment computer software (becs) is a device used in the manufacture of blood and blood components to assist in the prevention of disease in humans by identifying ineligible donors, by preventing the release of unsuitable blood and blood components for transfusion or for further manufacturing into products for human treatment or diagnosis, by performing compatibility testing between donor and recipient, or by performing positive identification of patients and blood components at the point of transfusion to prevent transfusion reactions. this generic type of device may include a becs accessory, a device intended for use with becs to augment the performance of the becs or to expand or modify its indications for use.","class ii (special controls). the special controls for these devices are:
(1) software performance and functional requirements including detailed design specifications (e.g.,
algorithms or control characteristics, alarms, device limitations, and safety requirements).
(2) verification and validation testing and hazard analysis must be performed.
(3) labeling must include:
(i) software limitations;
(ii) unresolved anomalies, annotated with an explanation of the impact on safety or effectiveness;
(iii) revision history; and
(iv) hardware and peripheral specifications.
(4) traceability matrix must be performed.
(5) performance testing to ensure the safety and effectiveness of the system must be performed, including when adding new functional requirements (e.g.,
electrical safety, electromagnetic compatibility, or wireless coexistence).
[83 fr 23217, june 18, 2018]"
Pathology,automated blood grouping and antibody test system,an automated blood grouping and antibody test system is a device used to group erythrocytes (red blood cells) and to detect antibodies to blood group antigens.,"class ii (performance standards).
[45 fr 60641, sept. 12, 1980]"
Pathology,blood grouping view box,"a blood grouping view box is a device with a glass or plastic viewing surface, which may be illuminated and heated, that is used to view cell reactions in antigen-antibody testing.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 864.9.
[45 fr 60641, sept. 12, 1980, as amended at 65 fr 2310, jan. 14, 2000]"
Pathology,blood mixing devices and blood weighing devices,a blood mixing device is a device intended for medical purposes that is used to mix blood or blood components by agitation. a blood weighing device is a device intended for medical purposes that is used to weigh blood or blood components as they are collected.,"class i (general controls). the manual device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 864.9.
[45 fr 60642, sept. 12, 1980, as amended at 65 fr 2310, jan. 14, 2000]"
Pathology,check,check,check
Pathology,cell-freezing apparatus and reagents for in vitro diagnostic use,cell-freezing apparatus and reagents for in vitro diagnostic use are devices used to freeze human red blood cells for in vitro diagnostic use.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 864.9.
[45 fr 60643, sept. 12, 1980, as amended at 65 fr 2310, jan. 14, 2000]"
Pathology,automated blood cell separator,"an automated blood cell separator is a device that uses a centrifugal or filtration separation principle to automatically withdraw whole blood from a donor, separate the whole blood into blood components, collect one or more of the blood components, and return to the donor the remainder of the whole blood and blood components. the automated blood cell separator device is intended for routine collection of blood and blood components for transfusion or further manufacturing use.","class ii (special controls). the special control for this device is a guidance for industry and fda staff entitled ""class ii special controls guidance document: automated blood cell separator device operating by centrifugal or filtration separation principle.""
[72 fr 67644, nov. 30, 2007]"
Pathology,blood bank centrifuge for in vitro diagnostic use,a blood bank centrifuge for in vitro diagnostic use is a device used only to separate blood cells for further diagnostic testing.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 864.9.
[45 fr 60645, sept. 12, 1980, as amended at 65 fr 2310, jan. 14, 2000]"
Pathology,automated cell-washing centrifuge for immuno-hematology,an automated cell-washing centrifuge for immuno-hematology is a device used to separate and prepare cells and sera for further in vitro diagnostic testing.,"class ii (performance standards).
[45 fr 60646, sept. 12, 1980]"
Pathology,automated coombs test systems,"an automated coombs test system is a device used to detect and identify antibodies in patient sera or antibodies bound to red cells. the coombs test is used for the diagnosis of hemolytic disease of the newborn, and autoimmune hemolytic anemia. the test is also used in crossmatching and in investigating transfusion reactions and drug-induced red cell sensitization.","class ii (performance standards).
[45 fr 60646, sept. 12, 1980]"
Pathology,copper sulfate solution for specific gravity determinations,a copper sulfate solution for specific gravity determinations is a device used to determine whether the hemoglobin content of a potential donor's blood meets the required level (12.5 grams per 100 milliliters of blood for women and 13.5 grams per 100 milliliters of blood for men).,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 864.9.
[45 fr 60647, sept. 12, 1980, as amended at 65 fr 2310, jan. 14, 2000]"
Pathology,stabilized enzyme solution,"a stabilized enzyme solution is a reagent intended for medical purposes that is used to enhance the reactivity of red blood cells with certain antibodies, including antibodies that are not detectable by other techniques. these enzyme solutions include papain, bromelin, ficin, and trypsin.","class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 864.9.
[45 fr 60647, sept. 12, 1980, as amended at 84 fr 71800, dec. 30, 2019]"
Pathology,lectins and protectins,lectins and protectins are proteins derived from plants and lower animals that cause cell agglutination in the presence of certain antigens. these substances are used to detect blood group antigens for in vitro diagnostic purposes.,"class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 864.9.
[45 fr 60648, sept. 12, 1980, as amended at 63 fr 59226, nov. 3, 1998]"
Pathology,environmental chamber for storage of platelet concentrate,an environmental chamber for storage of platelet concentrate is a device used to hold platelet-rich plasma within a preselected temperature range.,"class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 864.9.
[45 fr 60648, sept. 12, 1980, as amended at 63 fr 59226, nov. 3, 1998]"
Pathology,potentiating media for in vitro diagnostic use,"potentiating media for in vitro diagnostic use are media, such as bovine albumin, that are used to suspend red cells and to enhance cell reactions for antigen-antibody testing.","class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 864.9.
[45 fr 60649, sept. 12, 1980, as amended at 63 fr 59226, nov. 3, 1998]"
Pathology,quality control kit for blood banking reagents,"a quality control kit for blood banking reagents is a device that consists of sera, cells, buffers, and antibodies used to determine the specificity, potency, and reactivity of the cells and reagents used for blood banking.","class ii (performance standards).
[45 fr 60649, sept. 12, 1980]"
Pathology,blood storage refrigerator and blood storage freezer,a blood storage refrigerator and a blood storage freezer are devices intended for medical purposes that are used to preserve blood and blood products by storing them at cold or freezing temperatures.,"class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 864.9.
[45 fr 60650, sept. 12, 1980, as amended at 63 fr 59226, nov. 3, 1998]"
Pathology,heat-sealing device,a heat-sealing device is a device intended for medical purposes that uses heat to seal plastic bags containing blood or blood components.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 864.9.
[45 fr 60650, sept. 12, 1980, as amended at 65 fr 2311, jan. 14, 2000]"
Pathology,transfer set,a transfer set is a device intended for medical purposes that consists of a piece of tubing with suitable adaptors used to transfer blood or plasma from one container to another.,"class ii (performance standards).
[45 fr 60651, sept. 12, 1980]"
Pathology,cord blood processing system and storage container,"a cord blood processing system and storage container is a device intended for use in the processing and the storage of cord blood. this device is a functionally closed processing system that includes containers, other soft goods, and a centrifugation system for cord blood concentration, and a final container for the cryopreservation and the storage of a cord blood product.","class ii (special controls). the special control for this device is fda's guidance document entitled ""class ii special controls guidance document: cord blood processing system and storage container."" for the availability of this guidance document, see § 864.1(d).
[72 fr 4638, feb. 1, 2007]"
Physical Medicine,electrode cable,an electrode cable is a device composed of strands of insulated electrical conductors laid together around a central core and intended for medical purposes to connect an electrode from a patient to a diagnostic machine.,"class ii (special controls). the special controls consist of:
(1) the performance standard under part 898 of this chapter, and
(2) the guidance document entitled ""guidance on the performance standard for electrode lead wires and patient cables."" this device is exempt from the premarket notification procedures of subpart e of part 807 of this chapter subject to § 890.9.
[48 fr 53047, nov. 23, 1983, as amended at 59 fr 63014, dec. 7, 1994; 65 fr 19319, apr. 11, 2000]"
Physical Medicine,chronaximeter,a chronaximeter is a device intended for medical purposes to measure neuromuscular excitability by means of a strength-duration curve that provides a basis for diagnosis and prognosis of neurological dysfunction.,class ii (performance standards).
Physical Medicine,diagnostic electromyograph,"a diagnostic electromyograph is a device intended for medical purposes, such as to monitor and display the bioelectric signals produced by muscles, to stimulate peripheral nerves, and to monitor and display the electrical activity produced by nerves, for the diagnosis and prognosis of neuromuscular disease.",class ii (performance standards).
Physical Medicine,diagnostic electromyograph needle electrode,a diagnostic electromyograph needle electrode is a monopolar or bipolar needle intended to be inserted into muscle or nerve tissue to sense bioelectrical signals. the device is intended for medical purposes for use in connection with electromyography (recording the intrinsic electrical properties of skeletal muscle).,class ii (performance standards).
Physical Medicine,powered reflex hammer,a powered reflex hammer is a motorized device intended for medical purposes to elicit and determine controlled deep tendon reflexes.,"class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 890.9.
[48 fr 53047, nov. 23, 1983, as amended at 84 fr 71818, dec. 30, 2019]"
Physical Medicine,force-measuring platform,"a force-measuring platform is a device intended for medical purposes that converts pressure applied upon a planar surface into analog mechanical or electrical signals. this device is used to determine ground reaction force, centers of percussion, centers of torque, and their variations in both magnitude and direction with time.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter, subject to the limitations in § 890.9.
[48 fr 53047, nov. 23, 1983, as amended at 61 fr 1125, jan. 16, 1996; 66 fr 38816, july 25, 2001]"
Physical Medicine,intermittent pressure measurement system,"an intermittent pressure measurement system is an evaluative device intended for medical purposes, such as to measure the actual pressure between the body surface and the supporting media.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter, subject to the limitations in § 890.9.
[48 fr 53047, nov. 23, 1983, as amended at 61 fr 1125, jan. 16, 1996; 66 fr 38816, july 25, 2001]"
Physical Medicine,miniature pressure transducer,a miniature pressure transducer is a device intended for medical purposes to measure the pressure between a device and soft tissue by converting mechanical inputs to analog electrical signals.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter, subject to the limitations in § 890.9.
[48 fr 53047, nov. 23, 1983, as amended at 61 fr 1125, jan. 16, 1996; 66 fr 38816, july 25, 2001]"
Physical Medicine,diagnostic muscle stimulator,"a diagnostic muscle stimulator is a device used mainly with an electromyograph machine to initiate muscle activity. it is intended for medical purposes, such as to diagnose motor nerve or sensory neuromuscular disorders and neuromuscular function.",class ii (performance standards).
Physical Medicine,isokinetic testing and evaluation system,"an isokinetic testing and evaluation system is a rehabilitative exercise device intended for medical purposes, such as to measure, evaluate, and increase the strength of muscles and the range of motion of joints.","class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 890.9.
[48 fr 53047, nov. 23, 1983, as amended at 63 fr 59230, nov. 3, 1998]"
Physical Medicine,prosthetic and orthotic accessory,"a prosthetic and orthotic accessory is a device intended for medical purposes to support, protect, or aid in the use of a cast, orthosis (brace), or prosthesis. examples of prosthetic and orthotic accessories include the following: a pelvic support band and belt, a cast shoe, a cast bandage, a limb cover, a prosthesis alignment device, a postsurgical pylon, a transverse rotator, and a temporary training splint.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter, subject to the limitations in § 890.9. the device is also exempt from the current good manufacturing practice requirements of the quality system regulation in part 820 of this chapter, with the exception of § 820.180, regarding general requirements concerning records and § 820.198, regarding complaint files.
[48 fr 53047, nov. 23, 1983, as amended at 66 fr 38816, july 25, 2001]"
Physical Medicine,cane,"a cane is a device intended for medical purposes that is used to provide minimal weight support while walking. examples of canes include the following: a standard cane, a forearm cane, and a cane with a tripod, quad, or retractable stud on the ground end.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter, subject to the limitations in § 890.9. the device is also exempt from the current good manufacturing practice requirements of the quality system regulation in part 820 of this chapter, with the exception of § 820.180, regarding general requirements concerning records and § 820.198, regarding complaint files.
[48 fr 53047, nov. 23, 1983, as amended at 66 fr 38816, july 25, 2001]"
Physical Medicine,mechanical chair,a mechanical chair is a manually operated device intended for medical purposes that is used to assist a disabled person in performing an activity that the person would otherwise find difficult to do or be unable to do. examples of mechanical chairs include the following: a chair with an elevating seat used to raise a person from a sitting position to a standing position and a chair with casters used by a person to move from one place to another while sitting.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter, subject to the limitations in § 890.9.
[48 fr 53047, nov. 23, 1983, as amended at 59 fr 63014, dec. 7, 1994; 66 fr 38816, july 25, 2001]"
Physical Medicine,electric positioning chair,an electric positioning chair is a device with a motorized positioning control that is intended for medical purposes and that can be adjusted to various positions. the device is used to provide stability for patients with athetosis (involuntary spasms) and to alter postural positions.,"class ii. the electric positioning chair is exempt from premarket notification procedures in subpart e of part 807 of this chapter, subject to § 890.9 and the following conditions for exemption:
(1) appropriate analysis and non-clinical testing must demonstrate that the safety controls are adequate to ensure safe use of the device and prevent user falls from the device in the event of a device failure;
(2) appropriate analysis and non-clinical testing must demonstrate the ability of the device to withstand the rated user weight load with an appropriate factor of safety;
(3) appropriate analysis and non-clinical testing must demonstrate the longevity of the device to withstand external forces applied to the device and provide the user with an expected service life of the device;
(4) appropriate analysis and non-clinical testing must demonstrate proper environments of use and storage of the device to maximize the longevity of the device;
(5) appropriate analysis and non-clinical testing (such as that outlined in the currently fda-recognized editions of ansi/aami/es60601-1, ""medical electrical equipment - part 1: general requirements for basic safety and essential performance,"" and ansi/aami/iec 60601-1-2, ""medical electrical equipment - part 1-2: general requirements for basic safety and essential performance - collateral standard: electromagnetic disturbances - requirements and tests"") must validate electromagnetic compatibility and electrical safety;
(6) appropriate analysis and non-clinical testing (such as that outlined in the currently fda-recognized editions of ansi/aami/iso 10993-1, ""biological evaluation of medical devices - part 1: evaluation and testing within a risk management process,"" ansi/aami/iso 10993-5, ""biological evaluation of medical devices - part 5: tests for in vitro cytotoxicity,"" and ansi/aami/iso 10993-10, ""biological evaluation of medical devices - part 10: tests for irritation and skin sensitization"") must validate that the skin-contacting components of the device are biocompatible;
(7) appropriate analysis and non-clinical testing (such as that outlined in the currently fda-recognized editions of iec 62304, ""medical device software - software life cycle processes"") must validate the software life cycle and that all processes, activities, and tasks are implemented and documented;
(8) appropriate analysis and non-clinical testing must validate that the device components are found to be non-flammable;
(9) appropriate analysis and non-clinical testing must validate that the battery in the device (if applicable) performs as intended over the anticipated service life of the device; and
(10) adequate patient labeling is provided to the user to document proper use and maintenance of the device to ensure safe use of the device by the patient in the intended use environment.
[48 fr 53047, nov. 23, 1983, as amended at 80 fr 72950, nov. 20, 2015]"
Physical Medicine,crutch,a crutch is a device intended for medical purposes for use by disabled persons to provide minimal to moderate weight support while walking.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter, subject to the limitations in § 890.9. the device is also exempt from the current good manufacturing practice requirements of the quality system regulation in part 820 of this chapter, with the exception of § 820.180, regarding general requirements concerning records and § 820.198, regarding complaint files.
[48 fr 53047, nov. 23, 1983, as amended at 66 fr 38816, july 25, 2001]"
Physical Medicine,flotation cushion,"a flotation cushion is a device intended for medical purposes that is made of plastic, rubber, or other type of covering, that is filled with water, air, gel, mud, or any other substance allowing a flotation media, used on a seat to lessen the likelihood of skin ulcers.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter, subject to the limitations in § 890.9.
[48 fr 53047, nov. 23, 1983, as amended at 61 fr 1125, jan. 16, 1996; 66 fr 38816, july 25, 2001]"
Physical Medicine,external limb orthotic component,an external limb orthotic component is a device intended for medical purposes for use in conjunction with an orthosis (brace) to increase the function of the orthosis for a patient's particular needs. examples of external limb orthotic components include the following: a brace-setting twister and an external brace stirrup.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter, subject to the limitations in § 890.9. the device is also exempt from the current good manufacturing practice requirements of the quality system regulation in part 820 of this chapter, with the exception of § 820.180, regarding general requirements concerning records and § 820.198, regarding complaint files.
[48 fr 53047, nov. 23, 1983, as amended at 66 fr 38816, july 25, 2001]"
Physical Medicine,external limb prosthetic component,"an external limb prosthetic component is a device intended for medical purposes that, when put together with other appropriate components, constitutes a total prosthesis. examples of external limb prosthetic components include the following: ankle, foot, hip, knee, and socket components; mechanical or powered hand, hook, wrist unit, elbow joint, and shoulder joint components; and cable and prosthesis suction valves.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter, subject to the limitations in § 890.9. the device is also exempt from the current good manufacturing practice requirements of the quality system regulation in part 820 of this chapter, with the exception of § 820.180, regarding general requirements concerning records and § 820.198, regarding complaint files.
[48 fr 53047, nov. 23, 1983, as amended at 66 fr 38816, july 25, 2001]"
Physical Medicine,upper extremity prosthesis including a simultaneously powered elbow and/or shoulder with greater than two simultaneous powered degrees of freedom and controlled by non-implanted electrical components,"a upper extremity prosthesis including a simultaneously powered elbow and/or shoulder with greater than two simultaneous powered degrees of freedom and controlled by non-implanted electrical components, is a prescription device intended for medical purposes, and is intended to replace a partially or fully amputated or congenitally absent upper extremity. it uses electronic inputs (other than simple, manually controlled electrical components such as switches) to provide greater than two independent and simultaneously powered degrees of freedom and includes a simultaneously powered elbow and/or shoulder. prosthetic arm components that are intended to be used as a system with other arm components must include all degrees of freedom of the total upper extremity prosthesis system.","class ii (special controls). the special controls for this device are:
(1) appropriate analysis/testing must validate electronic compatibility, electrical safety, thermal safety, mechanical safety, battery performance and safety, and wireless performance, if applicable.
(2) appropriate software verification, validation, and hazard analysis must be performed.
(3) non-clinical performance data must demonstrate that the device performs as intended under anticipated conditions of use. performance testing must include:
(i) mechanical bench data, including durability testing, to demonstrate that the device will withstand forces, conditions, and environments encountered during use.
(ii) simulated use testing to demonstrate performance of arm commands and available safeguard(s) under worst case conditions and after durability testing.
(iii) verification and validation of force sensors and hand release button, if applicable, are necessary.
(iv) device functionality in terms of flame retardant materials, liquid/particle ingress prevention, sensor and actuator performance, and motor and brake performance.
(v) the accuracy of the device features and safeguards.
(4) non-clinical and clinical performance testing must demonstrate the accuracy of device features and safeguards.
(5) elements of the device that may contact the patient must be demonstrated to be biocompatible.
(6) documented clinical experience and human factors testing must demonstrate safe and effective use, capture any adverse events observed during clinical use and demonstrate the accuracy of device features and safeguards.
(7) labeling for the prosthetist and user guide must include:
(i) appropriate instructions, warning, cautions, limitations, and information related to the necessary safeguards of the device, including warning against activities that may put the user at greater risk (e.g.,
driving).
(ii) specific instructions and the clinical training needed for the safe use of the device, which includes:
(a) instructions on assembling the device in all available configurations,
(b) instructions on fitting the patient,
(c) instructions and explanations of all available programs and how to program the device,
(d) instructions and explanation of all controls, input, and outputs,
(e) instructions on all available modes or states of the device,
(f) instructions on all safety features of the device, and
(g) instructions for maintaining the device.
(iii) information on the patient population for which the device has been demonstrated to be effective.
(iv) a detailed summary of the non-clinical and clinical testing pertinent to use of the device.
[81 fr 71612, oct. 18, 2016]"
Physical Medicine,limb orthosis,"a limb orthosis (brace) is a device intended for medical purposes that is worn on the upper or lower extremities to support, to correct, or to prevent deformities or to align body structures for functional improvement. examples of limb orthoses include the following: a whole limb and joint brace, a hand splint, an elastic stocking, a knee cage, and a corrective shoe.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter, subject to the limitations in § 890.9. the device is also exempt from the current good manufacturing practice requirements of the quality system regulation in part 820 of this chapter, with the exception of § 820.180, regarding general requirements concerning records and § 820.198, regarding complaint files.
[48 fr 53047, nov. 23, 1983, as amended at 66 fr 38816, july 25, 2001]"
Physical Medicine,powered lower extremity exoskeleton,"a powered lower extremity exoskeleton is a prescription device that is composed of an external, powered, motorized orthosis that is placed over a person's paralyzed or weakened limbs for medical purposes.","class ii (special controls). the special controls for this device are:
(1) elements of the device materials that may contact the patient must be demonstrated to be biocompatible.
(2) appropriate analysis/testing must validate electromagnetic compatibility/interference (emc/emi), electrical safety, thermal safety, mechanical safety, battery performance and safety, and wireless performance, if applicable.
(3) appropriate software verification, validation, and hazard analysis must be performed.
(4) design characteristics must ensure geometry and materials composition are consistent with intended use.
(5) non-clinical performance testing must demonstrate that the device performs as intended under anticipated conditions of use. performance testing must include:
(i) mechanical bench testing (including durability testing) to demonstrate that the device will withstand forces, conditions, and environments encountered during use;
(ii) simulated use testing (i.e.,
cyclic loading testing) to demonstrate performance of device commands and safeguard under worst case conditions and after durability testing;
(iii) verification and validation of manual override controls are necessary, if present;
(iv) the accuracy of device features and safeguards; and
(v) device functionality in terms of flame retardant materials, liquid/particle ingress prevention, sensor and actuator performance, and motor performance.
(6) clinical testing must demonstrate a reasonable assurance of safe and effective use and capture any adverse events observed during clinical use when used under the proposed conditions of use, which must include considerations for:
(i) level of supervision necessary, and
(ii) environment of use (e.g.,
indoors and/or outdoors) including obstacles and terrain representative of the intended use environment.
(7) a training program must be included with sufficient educational elements so that upon completion of training program, the clinician, user, and companion can:
(i) identify the safe environments for device use,
(ii) use all safety features of device, and
(iii) operate the device in simulated or actual use environments representative of indicated environments and use.
(8) labeling for the physician and user must include the following:
(i) appropriate instructions, warning, cautions, limitations, and information related to the necessary safeguards of the device, including warning against activities and environments that may put the user at greater risk.
(ii) specific instructions and the clinical training needed for the safe use of the device, which includes:
(a) instructions on assembling the device in all available configurations;
(b) instructions on fitting the patient;
(c) instructions and explanations of all available programs and how to program the device;
(d) instructions and explanation of all controls, input, and outputs;
(e) instructions on all available modes or states of the device;
(f) instructions on all safety features of the device; and
(g) instructions for properly maintaining the device.
(iii) information on the patient population for which the device has been demonstrated to have a reasonable assurance of safety and effectiveness.
(iv) pertinent non-clinical testing information (e.g.,
emc, battery longevity).
(v) a detailed summary of the clinical testing including:
(a) adverse events encountered under use conditions,
(b) summary of study outcomes and endpoints, and
(c) information pertinent to use of the device including the conditions under which the device was studied (e.g.,
level of supervision or assistance, and environment of use (e.g.,
indoors and/or outdoors) including obstacles and terrain).
[80 fr 25529, may 4, 2015]"
Physical Medicine,truncal orthosis,"a truncal orthosis is a device intended for medical purposes to support or to immobilize fractures, strains, or sprains of the neck or trunk of the body. examples of truncal orthoses are the following: abdominal, cervical, cervical-thoracic, lumbar, lumbo-sacral, rib fracture, sacroiliac, and thoracic orthoses and clavicle splints.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter, subject to the limitations in § 890.9. the device is also exempt from the current good manufacturing practice requirements of the quality system regulation in part 820 of this chapter, with the exception of § 820.180, regarding general requirements concerning records and § 820.198, regarding complaint files.
[48 fr 53047, nov. 23, 1983, as amended at 66 fr 38816, july 25, 2001]"
Physical Medicine,external assembled lower limb prosthesis,an external assembled lower limb prosthesis is a device that is intended for medical purposes and is a preassembled external artificial limb for the lower extremity. examples of external assembled lower limb prostheses are the following: knee/shank/ankle/foot assembly and thigh/knee/shank/ankle/foot assembly.,"class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 890.9.
[48 fr 53047, nov. 23, 1983, as amended at 63 fr 59231, nov. 3, 1998]"
